36,3185;14/02/2024
36,2919;09/02/2024
36,2375;08/02/2024
36,2556;07/02/2024
36,2534;06/02/2024
36,2859;05/02/2024
36,2352;02/02/2024
36,2601;01/02/2024
36,2032;31/01/2024
36,1418;30/01/2024
36,202;29/01/2024
36,1186;26/01/2024
36,1187;25/01/2024
36,1279;24/01/2024
36,1104;23/01/2024
36,1459;22/01/2024
36,1379;19/01/2024
36,0761;18/01/2024
36,0466;17/01/2024
35,9744;16/01/2024
36,0397;15/01/2024
35,9629;12/01/2024
35,9437;11/01/2024
35,9171;10/01/2024
35,9385;09/01/2024
36,0065;08/01/2024
36,0345;05/01/2024
35,9496;04/01/2024
35,867;03/01/2024
36,4462;01/07/2024
36,4085;28/06/2024
36,3823;27/06/2024
36,3655;26/06/2024
36,3725;25/06/2024
36,3789;21/06/2024
36,3831;20/06/2024
36,3939;19/06/2024
36,4176;18/06/2024
36,4296;14/06/2024
36,4497;13/06/2024
36,4385;12/06/2024
36,45;11/06/2024
36,4787;10/06/2024
36,4882;07/06/2024
36,524;06/06/2024
36,5408;05/06/2024
36,5344;04/06/2024
36,5372;31/05/2024
36,5114;30/05/2024
36,5103;29/05/2024
36,5119;28/05/2024
36,5129;27/05/2024
36,5219;24/05/2024
36,5464;23/05/2024
36,5589;22/05/2024
36,5703;21/05/2024
36,5717;20/05/2024
36,6265;17/05/2024
36,6042;16/05/2024
36,5949;15/05/2024
36,6101;14/05/2024
36,5865;10/05/2024
36,5828;09/05/2024
36,5621;08/05/2024
36,5763;07/05/2024
36,5849;06/05/2024
36,5099;03/05/2024
36,473;02/05/2024
36,4262;30/04/2024
36,4324;29/04/2024
36,4311;26/04/2024
36,4231;25/04/2024
36,3877;24/04/2024
36,3506;23/04/2024
36,3421;22/04/2024
36,3265;18/04/2024
36,2974;17/04/2024
36,2889;16/04/2024
36,2947;15/04/2024
36,2804;12/04/2024
36,1883;11/04/2024
36,2251;10/04/2024
36,1809;09/04/2024
36,2274;08/04/2024
36,2105;05/04/2024
36,2493;04/04/2024
36,286;03/04/2024
36,2611;02/04/2024
36,9227;01/10/2024
36,9086;30/09/2024
36,8655;27/09/2024
36,8507;26/09/2024
36,8105;25/09/2024
36,813;24/09/2024
36,823;23/09/2024
36,8013;20/09/2024
36,7789;19/09/2024
36,7702;18/09/2024
36,7751;17/09/2024
36,741;13/09/2024
36,7323;12/09/2024
36,7062;11/09/2024
36,6854;10/09/2024
36,6958;09/09/2024
36,6846;06/09/2024
36,6436;05/09/2024
36,6391;04/09/2024
36,6386;03/09/2024
36,6454;02/09/2024
36,6259;30/08/2024
36,5919;29/08/2024
36,5883;28/08/2024
36,5633;27/08/2024
36,5888;26/08/2024
36,6967;23/08/2024
36,6484;22/08/2024
36,683;21/08/2024
36,6848;20/08/2024
36,6768;16/08/2024
36,6132;15/08/2024
36,6561;14/08/2024
36,6305;13/08/2024
36,6658;12/08/2024
36,6827;09/08/2024
36,6806;08/08/2024
36,6642;07/08/2024
36,6527;06/08/2024
36,6555;05/08/2024
36,6423;02/08/2024
36,6368;01/08/2024
36,6128;31/07/2024
36,609;30/07/2024
36,6074;29/07/2024
36,5797;26/07/2024
36,559;25/07/2024
36,5314;23/07/2024
36,6066;22/07/2024
36,5724;19/07/2024
36,5407;18/07/2024
36,506;17/07/2024
36,5004;16/07/2024
36,5243;15/07/2024
36,5303;12/07/2024
36,5134;11/07/2024
36,5056;10/07/2024
36,4888;09/07/2024
36,5123;08/07/2024
36,4779;04/07/2024
36,4672;03/07/2024
36,4551;02/07/2024
52,0271;02/01/2025
51,9345;30/12/2024
51,7659;27/12/2024
51,64;26/12/2024
51,5398;23/12/2024
51,3504;20/12/2024
50,9545;19/12/2024
50,5419;18/12/2024
50,371;17/12/2024
50,3319;16/12/2024
49,9068;13/12/2024
49,4757;12/12/2024
49,1111;11/12/2024
48,8695;10/12/2024
48,7903;09/12/2024
48,3265;06/12/2024
48,1183;05/12/2024
47,8552;04/12/2024
47,7293;03/12/2024
47,6074;02/12/2024
47,3138;29/11/2024
46,8554;28/11/2024
46,7537;27/11/2024
46,6427;26/11/2024
46,6176;25/11/2024
46,3273;22/11/2024
46,0588;21/11/2024
45,841;20/11/2024
45,7894;19/11/2024
45,507;15/11/2024
45,053;14/11/2024
44,9289;13/11/2024
44,7544;12/11/2024
44,7035;11/11/2024
44,1861;08/11/2024
43,7822;07/11/2024
43,4576;06/11/2024
42,8569;05/11/2024
42,7101;01/11/2024
42,5622;31/10/2024
42,2256;30/10/2024
41,7361;29/10/2024
41,0429;28/10/2024
40,8803;25/10/2024
39,4617;24/10/2024
39,323;23/10/2024
39,1813;22/10/2024
39,1699;21/10/2024
39,1344;18/10/2024
39,0116;17/10/2024
38,9179;16/10/2024
38,888;15/10/2024
38,8857;14/10/2024
37,6502;11/10/2024
37,5295;10/10/2024
37,074;09/10/2024
37,0397;08/10/2024
37,0358;07/10/2024
36,9855;04/10/2024
36,9812;03/10/2024
36,9187;02/10/2024
69,776;01/04/2025
69,5664;31/03/2025
69,4387;28/03/2025
69,0188;27/03/2025
68,6994;26/03/2025
68,3936;25/03/2025
68,3116;24/03/2025
67,8583;21/03/2025
67,6344;20/03/2025
66,788;18/03/2025
66,5573;17/03/2025
66,4368;14/03/2025
66,2542;13/03/2025
65,6268;12/03/2025
65,4151;11/03/2025
65,2662;10/03/2025
64,746;07/03/2025
64,6116;06/03/2025
64,4844;05/03/2025
64,2464;28/02/2025
64,2406;27/02/2025
64,0191;26/02/2025
63,4938;25/02/2025
63,4139;24/02/2025
63,2065;21/02/2025
62,5107;20/02/2025
62,1834;19/02/2025
62,0999;18/02/2025
62,0708;17/02/2025
61,8227;14/02/2025
61,3462;13/02/2025
61,0278;12/02/2025
60,5428;11/02/2025
60,5211;10/02/2025
60,1417;07/02/2025
59,4605;06/02/2025
58,7938;05/02/2025
58,5404;04/02/2025
58,4437;03/02/2025
57,9666;31/01/2025
57,3929;30/01/2025
57,2974;29/01/2025
56,8562;28/01/2025
56,6522;27/01/2025
56,283;24/01/2025
55,7611;23/01/2025
55,2999;22/01/2025
54,9852;21/01/2025
54,9113;20/01/2025
54,76;17/01/2025
54,3694;16/01/2025
53,9642;15/01/2025
53,8791;14/01/2025
53,8522;10/01/2025
53,2827;09/01/2025
53,0704;08/01/2025
53,012;07/01/2025
52,5723;03/01/2025
108,1891;01/07/2025
107,6245;30/06/2025
106,862;27/06/2025
106,1685;26/06/2025
105,4527;25/06/2025
104,5434;20/06/2025
103,7355;19/06/2025
102,8083;18/06/2025
102,157;17/06/2025
101,0822;13/06/2025
100,3396;12/06/2025
99,6983;11/06/2025
99,1247;10/06/2025
99,0916;09/06/2025
98,5132;06/06/2025
97,9031;05/06/2025
97,4194;04/06/2025
97,3126;03/06/2025
96,8577;30/05/2025
96,5303;29/05/2025
95,8052;28/05/2025
95,2387;27/05/2025
95,084;26/05/2025
95,0189;23/05/2025
94,9652;22/05/2025
94,8556;21/05/2025
94,8024;20/05/2025
94,763;19/05/2025
94,3241;16/05/2025
94,1557;15/05/2025
93,5796;14/05/2025
93,0623;13/05/2025
93,0495;12/05/2025
92,831;09/05/2025
91,9165;08/05/2025
91,2113;07/05/2025
88,7224;06/05/2025
88,6405;05/05/2025
87,5681;02/05/2025
86,8465;30/04/2025
86,6564;29/04/2025
86,1143;28/04/2025
84,4204;25/04/2025
83,4182;24/04/2025
82,3788;23/04/2025
81,7613;22/04/2025
80,9598;21/04/2025
79,7844;16/04/2025
78,5914;15/04/2025
78,3635;14/04/2025
77,2646;11/04/2025
75,8025;10/04/2025
74,2787;09/04/2025
73,3576;08/04/2025
72,1856;07/04/2025
70,5852;04/04/2025
70,2493;03/04/2025
70,0141;02/04/2025
129,0535;07/08/2025
128,2409;06/08/2025
127,1097;05/08/2025
126,2802;04/08/2025
125,4247;01/08/2025
124,5102;31/07/2025
123,8718;30/07/2025
122,8408;29/07/2025
122,17;28/07/2025
121,3469;25/07/2025
120,4239;23/07/2025
119,6662;22/07/2025
119,1446;21/07/2025
118,2874;18/07/2025
117,4036;17/07/2025
116,8191;16/07/2025
115,8446;15/07/2025
115,3279;14/07/2025
114,4115;11/07/2025
113,7505;10/07/2025
112,8285;09/07/2025
112,1278;08/07/2025
111,4186;07/07/2025
110,5569;04/07/2025
109,7724;03/07/2025
108,9785;02/07/2025
130,0652;08/08/2025
129,0535;07/08/2025
128,2409;06/08/2025
127,1097;05/08/2025
126,2802;04/08/2025
125,4247;01/08/2025
124,5102;31/07/2025
123,8718;30/07/2025
122,8408;29/07/2025
122,17;28/07/2025
121,3469;25/07/2025
120,4239;23/07/2025
119,6662;22/07/2025
119,1446;21/07/2025
118,2874;18/07/2025
117,4036;17/07/2025
116,8191;16/07/2025
115,8446;15/07/2025
115,3279;14/07/2025
114,4115;11/07/2025
113,7505;10/07/2025
112,8285;09/07/2025
112,1278;08/07/2025
111,4186;07/07/2025
110,5569;04/07/2025
109,7724;03/07/2025
108,9785;02/07/2025
